1261.3106689453125,356.17724609375,1.0,0.667,1.0,2
1241.23486328125,307.6158447265625,0.466,0.674,0.188,2
935.87158203125,478.72821044921875,0.143,0.143,0.143,2
472.6778564453125,563.1409912109375,1.0,0.333,1.0,2
512.4718017578125,201.8836212158203,0.667,0.333,0.5,2
1175.53564453125,192.0790252685547,0.0,1.0,0.5,2
843.048583984375,439.08770751953125,1.0,0.0,0.0,2
1360.952880859375,653.4319458007812,0.0,0.0,0.333,1
823.777587890625,746.8765869140625,0.0,0.667,0.0,1
330.04693603515625,35.43379211425781,0.5,0.0,0.0,2
560.4454956054688,92.55586242675781,1.0,0.0,1.0,1
1066.2928466796875,117.43341827392578,0.667,0.667,0.5,1
664.7060546875,161.3471221923828,0.85,0.325,0.098,2
1074.3955078125,327.7507019042969,1.0,0.5,0.0,2
792.712890625,569.61181640625,0.667,0.0,0.5,1
820.3544311523438,321.539306640625,0.466,0.674,0.188,1
1338.2630615234375,525.2301025390625,0.333,0.333,1.0,2
964.784423828125,233.8978729248047,1.0,0.333,0.5,2
139.57733154296875,404.2990417480469,0.0,1.0,0.0,2
268.90301513671875,222.86279296875,0.143,0.143,0.143,1
931.9539184570312,297.30218505859375,0.466,0.674,0.188,2
966.9229736328125,352.1649169921875,0.667,0.333,0.0,2
580.3883666992188,367.01812744140625,0.0,0.0,0.333,1
688.3775634765625,27.65267562866211,0.0,0.333,1.0,2
1205.4091796875,753.123046875,0.333,0.667,1.0,2
838.311279296875,25.296201705932617,1.0,0.667,1.0,1

939.7487182617188,477.958740234375,0.143,0.143,0.143,2
1237.6630859375,307.5954895019531,0.466,0.674,0.188,2
1261.3515625,356.16571044921875,1.0,0.667,1.0,2
472.6711730957031,563.1458740234375,1.0,0.333,1.0,2
512.5028076171875,201.87127685546875,0.667,0.333,0.5,2
1175.523681640625,192.1617889404297,0.0,1.0,0.5,2
1360.9493408203125,653.3969116210938,0.0,0.0,0.333,1
842.9118041992188,439.18658447265625,1.0,0.0,0.0,2
823.7601928710938,746.860107421875,0.0,0.667,0.0,1
664.704345703125,162.04840087890625,0.85,0.325,0.098,2
560.4439697265625,92.51806640625,1.0,0.0,1.0,1
330.14453125,34.51105499267578,0.5,0.0,0.0,2
1066.30908203125,117.45242309570312,0.667,0.667,0.5,1
792.7594604492188,569.6312255859375,0.667,0.0,0.5,1
820.3564453125,321.52734375,0.466,0.674,0.188,1
1074.3878173828125,327.7823791503906,1.0,0.5,0.0,2
964.800048828125,233.8912353515625,1.0,0.333,0.5,2
1338.2880859375,525.147705078125,0.333,0.333,1.0,2
139.59481811523438,404.3330078125,0.0,1.0,0.0,2
268.9217529296875,222.966796875,0.143,0.143,0.143,1
931.4630126953125,297.38958740234375,0.466,0.674,0.188,2
966.9127197265625,352.13275146484375,0.667,0.333,0.0,2
580.40478515625,366.5096740722656,0.0,0.0,0.333,1
688.4552612304688,27.709484100341797,0.0,0.333,1.0,2
1205.402099609375,753.1089477539062,0.333,0.667,1.0,2
838.32861328125,25.260791778564453,1.0,0.667,1.0,1

664.5345458984375,161.16909790039062,0.85,0.325,0.098,2
937.4176025390625,477.118408203125,0.143,0.143,0.143,2
1259.914794921875,355.2722473144531,1.0,0.667,1.0,2
1238.1248779296875,308.05401611328125,0.466,0.674,0.188,2
840.8342895507812,437.9344482421875,1.0,0.0,0.0,2
473.5631103515625,562.9903564453125,1.0,0.333,1.0,1
1176.2783203125,191.3505859375,0.0,1.0,0.5,2
512.4039306640625,202.0526580810547,0.667,0.333,0.5,2
823.7891235351562,747.3900146484375,0.0,0.667,0.0,1
1360.725830078125,652.3360595703125,0.0,0.0,0.333,1
560.461669921875,92.48320007324219,1.0,0.0,1.0,1
330.089599609375,35.15830993652344,0.5,0.0,0.0,2
1076.886962890625,325.2919006347656,1.0,0.5,0.0,1
1337.8179931640625,525.468017578125,0.333,0.333,1.0,2
789.4268798828125,569.2454833984375,0.667,0.0,0.5,2
